symbol,exchange,tickSz,tickBps,avgPx,avgVol,avgNtl,volatility,dailyRange,tickRange,startDate,endDate
SLRX,NASDAQ,0.01,12.03,8.3113,452414,3760148,0.9599,1.1692,117,1/7/2019,1/11/2019
SLS,NASDAQ,0.01,14.03,7.1279,22794294,162475448,0.6063,0.7267,73,1/7/2019,1/11/2019
SLVO,NASDAQ,0.01,14.07,7.1064,11730,83358,0.0748,0.0926,9,1/7/2019,1/11/2019
SMBC,NASDAQ,0.01,2.9,34.4692,15699,541132,0.5118,0.7966,80,1/7/2019,1/11/2019
SMBK,NASDAQ,0.01,4.78,20.9267,33886,709122,0.3231,0.6335,63,1/7/2019,1/11/2019
SMCI,NASDAQ,0.01,5.26,19.0258,86405,1643924,0.4847,0.5585,56,1/7/2019,1/11/2019
SMCP,NASDAQ,0.01,4.32,23.1349,1405,32505,0.2285,0.0578,6,1/7/2019,1/11/2019
SMED,NASDAQ,0.01,25.28,3.9552,26497,104801,0.1356,0.177,18,1/7/2019,1/11/2019
SMH,NASDAQ,0.01,0.85,117.5617,4793234,563500738,1.8624,1.9898,199,1/7/2019,1/11/2019
SMIT,NASDAQ,0.01,42.84,2.3344,19507,45537,0.0927,0.0849,8,1/7/2019,1/11/2019
SMMC,NASDAQ,0.01,10.16,9.8405,89156,877340,0.0647,0.0587,6,1/7/2019,1/11/2019
SMMCU,NASDAQ,0.01,9.83,10.1691,21381,217426,0.1187,0.0389,4,1/7/2019,1/11/2019
SMMF,NASDAQ,0.01,3.88,25.7893,15390,396897,0.4673,0.6962,70,1/7/2019,1/11/2019
SMMT,NASDAQ,0.01,69.09,1.4474,36867,53361,0.0638,0.0982,10,1/7/2019,1/11/2019
SMPL,NASDAQ,0.01,3.66,27.3045,834981,22798739,0.5985,0.8465,85,1/7/2019,1/11/2019
SMRT,NASDAQ,0.0001,1.26,0.7929,92837,73610,0.04,0.052,520,1/7/2019,1/11/2019
SMSI,NASDAQ,0.01,18.85,5.3053,971033,5151621,0.3261,0.3679,37,1/7/2019,1/11/2019
SMTC,NASDAQ,0.01,2.09,47.9595,472859,22678081,1.1234,1.3907,139,1/7/2019,1/11/2019
SMTX,NASDAQ,0.01,32.63,3.0648,50584,155030,0.1099,0.1747,17,1/7/2019,1/11/2019
SNBR,NASDAQ,0.01,2.3,43.5303,532331,23172528,1.3224,1.6529,165,1/7/2019,1/11/2019
SNCA,NASDAQ,0.01,38.44,2.6013,592466,1541182,0.4122,0.3231,32,1/7/2019,1/11/2019
SNCR,NASDAQ,0.01,14.2,7.0417,406572,2862958,0.1957,0.3134,31,1/7/2019,1/11/2019
SND,NASDAQ,0.01,39.9,2.506,326379,817906,0.1114,0.1778,18,1/7/2019,1/11/2019
SNDE,NASDAQ,0.01,7.63,13.1037,25599,335442,0.8273,0.8684,87,1/7/2019,1/11/2019
SNDL,NASDAQ,0.01,13.83,7.229,946902,6845155,0.5274,0.7822,78,1/7/2019,1/11/2019
SNDX,NASDAQ,0.01,11.85,8.4399,151564,1279185,0.3015,0.5192,52,1/7/2019,1/11/2019
SNES,NASDAQ,0.01,4.37,22.873,109801,2511478,1.2716,1.7753,178,1/7/2019,1/11/2019
SNEX,NASDAQ,0.01,2.51,39.8365,57460,2289005,0.714,1.0629,106,1/7/2019,1/11/2019
SNFCA,NASDAQ,0.01,20,4.9991,8155,40768,0.1047,0.1429,14,1/7/2019,1/11/2019
SNGX,NASDAQ,0.01,99.77,1.0023,156094,156453,0.0462,0.0729,7,1/7/2019,1/11/2019
SNLN,NASDAQ,0.01,5.73,17.4649,169802,2965575,0.0227,0.0357,4,1/7/2019,1/11/2019
SNOA,NASDAQ,0.01,16.28,6.1424,6337,38924,0.3008,0.3578,36,1/7/2019,1/11/2019
SNPS,NASDAQ,0.01,0.74,135.6449,965016,130899499,2.4117,2.9965,300,1/7/2019,1/11/2019
SNSR,NASDAQ,0.01,4.97,20.1027,25780,518248,0.2359,0.2204,22,1/7/2019,1/11/2019
SNSS,NASDAQ,0.0001,1.29,0.7736,669656,518046,0.0412,0.0698,698,1/7/2019,1/11/2019
SNY,NASDAQ,0.01,2.28,43.7945,1413610,61908343,0.536,0.4837,48,1/7/2019,1/11/2019
SOCL,NASDAQ,0.01,3.06,32.7027,13291,434652,0.3953,0.3662,37,1/7/2019,1/11/2019
SOHO,NASDAQ,0.01,14.74,6.7824,26936,182691,0.0738,0.128,13,1/7/2019,1/11/2019
SOHOB,NASDAQ,0.01,3.92,25.5008,3681,93868,0.1427,0.1501,15,1/7/2019,1/11/2019
SOHON,NASDAQ,0.01,3.87,25.8273,3778,97576,0.1107,0.2053,21,1/7/2019,1/11/2019
SOHOO,NASDAQ,0.01,3.94,25.368,6405,162482,0.0998,0.1539,15,1/7/2019,1/11/2019
SOHU,NASDAQ,0.01,8.82,11.3347,389016,4409380,0.4801,0.5369,54,1/7/2019,1/11/2019
SOLO,NASDAQ,0.01,42.91,2.3305,292272,681140,0.1088,0.1399,14,1/7/2019,1/11/2019
SOLY,NASDAQ,0.01,7.84,12.7516,868557,11075491,1.2114,1.2921,129,1/7/2019,1/11/2019
SONA,NASDAQ,0.01,6.57,15.2156,41614,633182,0.1994,0.2987,30,1/7/2019,1/11/2019
SONM,NASDAQ,0.01,14.33,6.9806,157522,1099598,0.5664,0.6284,63,1/7/2019,1/11/2019
SONN,NASDAQ,0.01,5.3,18.8651,12008,226532,1.0317,2.1344,213,1/7/2019,1/11/2019
SONO,NASDAQ,0.01,7.87,12.7056,1234394,15683716,0.3529,0.4912,49,1/7/2019,1/11/2019
SOXX,NASDAQ,0.01,0.48,209.5613,516979,108338791,3.4381,3.6734,367,1/7/2019,1/11/2019
SP,NASDAQ,0.01,2.79,35.8149,87506,3134019,0.7087,0.8423,84,1/7/2019,1/11/2019
SPCB,NASDAQ,0.0001,1.09,0.9135,35449,32383,0.0276,0.0526,526,1/7/2019,1/11/2019
SPFI,NASDAQ,0.01,5.98,16.7128,16028,267873,0.2766,0.4045,40,1/7/2019,1/11/2019
SPI,NASDAQ,0.01,41.94,2.3842,214079,510407,0.2129,0.2123,21,1/7/2019,1/11/2019
SPKE,NASDAQ,0.01,9.68,10.3309,79712,823497,0.1884,0.3126,31,1/7/2019,1/11/2019
SPKEP,NASDAQ,0.01,4.04,24.7586,13341,330304,0.1069,0.1952,20,1/7/2019,1/11/2019
SPLK,NASDAQ,0.01,0.81,122.9176,1804949,221859999,2.7442,3.6331,363,1/7/2019,1/11/2019
SPNE,NASDAQ,0.01,8.39,11.9199,45407,541247,0.3092,0.555,56,1/7/2019,1/11/2019
SPNS,NASDAQ,0.01,5.51,18.1598,95237,1729485,0.3472,0.5113,51,1/7/2019,1/11/2019
SPOK,NASDAQ,0.01,8,12.4964,117810,1472201,0.2816,0.4033,40,1/7/2019,1/11/2019
SPPI,NASDAQ,0.01,12.5,7.9998,719064,5752368,0.2981,0.4191,42,1/7/2019,1/11/2019
SPRO,NASDAQ,0.01,9.48,10.5537,40144,423668,0.336,0.5998,60,1/7/2019,1/11/2019
SPRT,NASDAQ,0.01,62.7,1.5949,66769,106490,0.0283,0.046,5,1/7/2019,1/11/2019
SPSC,NASDAQ,0.01,1.99,50.2165,190595,9571014,1.1591,1.5208,152,1/7/2019,1/11/2019
SPTN,NASDAQ,0.01,8.61,11.609,387445,4497849,0.4451,0.504,50,1/7/2019,1/11/2019
SPWH,NASDAQ,0.01,20.83,4.8008,470709,2259780,0.1519,0.2262,23,1/7/2019,1/11/2019
SPWR,NASDAQ,0.01,8.46,11.8256,3262167,38577082,0.6167,0.7186,72,1/7/2019,1/11/2019
SQBG,NASDAQ,0.01,7,14.2884,8638,123423,1.1557,1.8372,184,1/7/2019,1/11/2019
SQLV,NASDAQ,0.01,3.9,25.6242,1638,41972,0.2803,0.053,5,1/7/2019,1/11/2019
SQQQ,NASDAQ,0.01,3.07,32.5263,15717387,511228445,1.1104,1.1905,119,1/7/2019,1/11/2019
SRAX,NASDAQ,0.01,31.48,3.1768,105612,335508,0.1451,0.2662,27,1/7/2019,1/11/2019
SRCE,NASDAQ,0.01,2.17,45.9934,42440,1951960,0.7043,0.987,99,1/7/2019,1/11/2019
SRCL,NASDAQ,0.01,2.09,47.9572,904041,43355275,1.0268,1.4886,149,1/7/2019,1/11/2019
SRDX,NASDAQ,0.01,2.28,43.8526,86079,3774788,1.0785,1.5885,159,1/7/2019,1/11/2019
SRET,NASDAQ,0.01,6.75,14.8146,234390,3472394,0.1004,0.1116,11,1/7/2019,1/11/2019
SREV,NASDAQ,0.0001,1.09,0.9159,236316,216442,0.036,0.0691,691,1/7/2019,1/11/2019
SRNE,NASDAQ,0.01,46.4,2.155,1173827,2529597,0.1079,0.1492,15,1/7/2019,1/11/2019
SRPT,NASDAQ,0.01,0.92,108.5464,1527751,165831871,3.2878,4.5143,451,1/7/2019,1/11/2019
SRRA,NASDAQ,0.01,0.14,697.0047,7915,5516792,29.1265,56.2791,5628,1/7/2019,1/11/2019
SRRK,NASDAQ,0.01,8.96,11.1623,88830,991547,0.4699,0.8385,84,1/7/2019,1/11/2019
SRTS,NASDAQ,0.01,17.29,5.7835,13312,76990,0.1249,0.206,21,1/7/2019,1/11/2019
SSB,NASDAQ,0.01,1.32,75.7393,146342,11083841,1.0686,1.6491,165,1/7/2019,1/11/2019
SSBI,NASDAQ,0.01,8.34,11.9885,5836,69965,0.2066,0.142,14,1/7/2019,1/11/2019
SSKN,NASDAQ,0.01,44.32,2.2562,65392,147537,0.117,0.1426,14,1/7/2019,1/11/2019
SSNC,NASDAQ,0.01,1.97,50.754,2006080,101816584,1.3398,1.2262,123,1/7/2019,1/11/2019
SSNT,NASDAQ,0.01,31.17,3.2086,104130,334112,0.1631,0.2871,29,1/7/2019,1/11/2019
SSP,NASDAQ,0.01,7.35,13.5971,347210,4721049,0.3823,0.4987,50,1/7/2019,1/11/2019
SSPK,NASDAQ,0.01,10.16,9.843,197970,1948619,0.0244,0.0117,1,1/7/2019,1/11/2019
SSPKU,NASDAQ,0.01,9.94,10.0572,209810,2110101,0.0221,0.0683,7,1/7/2019,1/11/2019
SSRM,NASDAQ,0.01,6.57,15.2267,1195906,18209702,0.4395,0.6021,60,1/7/2019,1/11/2019
SSSS,NASDAQ,0.01,15.69,6.3741,96263,613590,0.0912,0.1312,13,1/7/2019,1/11/2019
SSTI,NASDAQ,0.01,3.45,28.9931,178233,5167527,0.9552,1.5255,153,1/7/2019,1/11/2019
SSYS,NASDAQ,0.01,4.19,23.8452,545310,13003026,0.5064,0.8117,81,1/7/2019,1/11/2019
STAA,NASDAQ,0.01,3.39,29.5045,347214,10244375,1.0895,1.2,120,1/7/2019,1/11/2019
STAF,NASDAQ,0.01,74.72,1.3384,56019,74976,0.0407,0.0697,7,1/7/2019,1/11/2019
STAY,NASDAQ,0.01,6.66,15.0197,1860924,27950520,0.2285,0.3494,35,1/7/2019,1/11/2019
STBA,NASDAQ,0.01,2.75,36.341,115520,4198112,0.4727,0.7299,73,1/7/2019,1/11/2019
STCN,NASDAQ,0.01,58.2,1.7183,15884,27293,0.0352,0.0678,7,1/7/2019,1/11/2019
STFC,NASDAQ,0.01,3,33.3376,42562,1418915,0.4873,0.7886,79,1/7/2019,1/11/2019
STIM,NASDAQ,0.01,9.65,10.3622,71317,739001,0.3272,0.5579,56,1/7/2019,1/11/2019
STKL,NASDAQ,0.01,43.16,2.317,462742,1072173,0.1052,0.1633,16,1/7/2019,1/11/2019
STKS,NASDAQ,0.01,34.07,2.935,36662,107603,0.0897,0.1415,14,1/7/2019,1/11/2019
STLD,NASDAQ,0.01,3.39,29.477,2227906,65671985,0.6773,0.9537,95,1/7/2019,1/11/2019
STMP,NASDAQ,0.01,1.55,64.5035,516708,33329474,2.6957,2.7169,272,1/7/2019,1/11/2019
STND,NASDAQ,0.01,3.65,27.4252,3516,96427,0.2829,0.2124,21,1/7/2019,1/11/2019
STNE,NASDAQ,0.01,2.97,33.6243,2067886,69531219,1.2396,1.6691,167,1/7/2019,1/11/2019
STOK,NASDAQ,0.01,3.76,26.5803,160715,4271853,1.2889,2.3293,233,1/7/2019,1/11/2019
STRA,NASDAQ,0.01,0.62,160.0271,168028,26889034,2.9592,4.692,469,1/7/2019,1/11/2019
STRL,NASDAQ,0.01,7.62,13.1316,156641,2056947,0.2976,0.4626,46,1/7/2019,1/11/2019
STRM,NASDAQ,0.01,76.09,1.3142,26223,34462,0.0713,0.1079,11,1/7/2019,1/11/2019
STRO,NASDAQ,0.01,10.09,9.9152,48867,484526,0.3644,0.627,63,1/7/2019,1/11/2019
STRS,NASDAQ,0.01,3.64,27.477,7766,213386,0.4898,1.0019,100,1/7/2019,1/11/2019
STRT,NASDAQ,0.01,4.76,21.026,7122,149747,0.5257,0.766,77,1/7/2019,1/11/2019
STSA,NASDAQ,0.01,8.03,12.4593,99994,1245855,0.7765,1.4309,143,1/7/2019,1/11/2019
STX,NASDAQ,0.01,1.98,50.6277,2658027,134569794,0.8712,1.1615,116,1/7/2019,1/11/2019
STXB,NASDAQ,0.01,4.66,21.4394,56021,1201057,0.2843,0.4699,47,1/7/2019,1/11/2019
SUMR,NASDAQ,0.01,26.46,3.78,11990,45322,0.2032,0.3872,39,1/7/2019,1/11/2019
SUNS,NASDAQ,0.01,5.87,17.045,35214,600223,0.1369,0.2094,21,1/7/2019,1/11/2019
SUNW,NASDAQ,0.01,32.12,3.1129,458366,1426848,0.2141,0.2754,28,1/7/2019,1/11/2019
SUPN,NASDAQ,0.01,3.47,28.7819,505849,14559295,0.7867,0.9977,100,1/7/2019,1/11/2019
SURF,NASDAQ,0.01,51.26,1.951,48528,94678,0.097,0.1557,16,1/7/2019,1/11/2019
SUSB,NASDAQ,0.01,3.94,25.3907,38519,978024,0.0377,0.0661,7,1/7/2019,1/11/2019
SUSC,NASDAQ,0.01,3.82,26.1907,29212,765083,0.0818,0.104,10,1/7/2019,1/11/2019
SUSL,NASDAQ,0.01,1.96,51.0875,11176,570954,0.4289,0.1364,14,1/7/2019,1/11/2019
SVA,NASDAQ,0.01,15.46,6.47,0,0,0,0,0,1/7/2019,1/11/2019
SVBI,NASDAQ,0.01,12.25,8.1663,9788,79932,0.081,0.1216,12,1/7/2019,1/11/2019
SVC,NASDAQ,0.01,4.02,24.8978,834794,20784534,0.2899,0.4033,40,1/7/2019,1/11/2019
SVMK,NASDAQ,0.01,5.69,17.5629,1211449,21276558,0.5093,0.6556,66,1/7/2019,1/11/2019
SVRA,NASDAQ,0.01,47.91,2.0874,396137,826896,0.1808,0.1398,14,1/7/2019,1/11/2019
SVVC,NASDAQ,0.01,12.56,7.9588,10387,82668,0.123,0.1586,16,1/7/2019,1/11/2019
SWAV,NASDAQ,0.01,2.53,39.4795,389540,15378844,1.2874,2.1773,218,1/7/2019,1/11/2019
SWBI,NASDAQ,0.01,13.32,7.5076,980088,7358109,0.2531,0.2858,29,1/7/2019,1/11/2019
SWIR,NASDAQ,0.01,8.92,11.2151,162187,1818943,0.2124,0.2867,29,1/7/2019,1/11/2019
SWKH,NASDAQ,0.01,8.95,11.1743,1708,19086,0.1838,0.1376,14,1/7/2019,1/11/2019
SWKS,NASDAQ,0.01,1.23,81.2265,1743322,141603944,1.5672,1.9122,191,1/7/2019,1/11/2019
SWTX,NASDAQ,0.01,4.76,20.9866,273206,5733665,1.4557,1.9583,196,1/7/2019,1/11/2019
SXTC,NASDAQ,0.01,47.15,2.1211,79387,168388,0.1647,0.2423,24,1/7/2019,1/11/2019
SY,NASDAQ,0.01,8.1,12.3474,370450,4574094,0.7762,0.7443,74,1/7/2019,1/11/2019
SYBT,NASDAQ,0.01,2.73,36.651,41652,1526587,0.4615,0.73,73,1/7/2019,1/11/2019
SYBX,NASDAQ,0.01,24.65,4.0568,213490,866086,0.2307,0.3122,31,1/7/2019,1/11/2019
SYKE,NASDAQ,0.01,3.42,29.2421,142773,4174982,0.3178,0.5594,56,1/7/2019,1/11/2019
SYNA,NASDAQ,0.01,2.8,35.6653,521269,18591215,0.8126,1.1573,116,1/7/2019,1/11/2019
SYNC,NASDAQ,0.01,68.45,1.461,121285,177197,0.0353,0.0608,6,1/7/2019,1/11/2019
SYNH,NASDAQ,0.01,1.93,51.8431,403971,20943109,1.1012,1.3418,134,1/7/2019,1/11/2019
SYNL,NASDAQ,0.01,6.34,15.7638,12598,198592,0.2906,0.4345,43,1/7/2019,1/11/2019
SYPR,NASDAQ,0.0001,1.04,0.9648,18873,18209,0.0403,0.0692,692,1/7/2019,1/11/2019
SYRS,NASDAQ,0.01,11.22,8.9105,204671,1823721,0.5374,0.6363,64,1/7/2019,1/11/2019
TA,NASDAQ,0.01,7.18,13.9212,39771,553660,0.4232,0.6435,64,1/7/2019,1/11/2019
TACO,NASDAQ,0.01,9.18,10.889,477352,5197886,0.2664,0.3612,36,1/7/2019,1/11/2019
TACT,NASDAQ,0.01,8.3,12.043,12663,152501,0.2739,0.3641,36,1/7/2019,1/11/2019
TAIT,NASDAQ,0.01,34.6,2.8901,25010,72281,0.099,0.1534,15,1/7/2019,1/11/2019
TANH,NASDAQ,0.01,66.86,1.4957,94181,140867,0.0247,0.0434,4,1/7/2019,1/11/2019
TANNI,NASDAQ,0.01,3.92,25.5021,6943,177061,0.1654,0.2195,22,1/7/2019,1/11/2019
TANNL,NASDAQ,0.01,3.96,25.2788,11200,283123,0.1256,0.1423,14,1/7/2019,1/11/2019
TANNZ,NASDAQ,0.01,3.94,25.3873,7484,189999,0.1019,0.1722,17,1/7/2019,1/11/2019
TAOP,NASDAQ,0.01,28.56,3.5009,5485,19202,0.1152,0.2114,21,1/7/2019,1/11/2019
TARA,NASDAQ,0.01,7.53,13.2851,319608,4246024,0.6149,1.1395,114,1/7/2019,1/11/2019
TAST,NASDAQ,0.01,12.43,8.042,489198,3934130,0.2722,0.3706,37,1/7/2019,1/11/2019
TATT,NASDAQ,0.01,19.25,5.1936,1051,5458,0.1024,0.0351,4,1/7/2019,1/11/2019
TAYD,NASDAQ,0.01,9.19,10.8773,2707,29445,0.2021,0.2283,23,1/7/2019,1/11/2019
TBBK,NASDAQ,0.01,10.33,9.6826,174453,1689159,0.1987,0.278,28,1/7/2019,1/11/2019
TBIO,NASDAQ,0.01,10.74,9.3125,268385,2499335,0.3319,0.577,58,1/7/2019,1/11/2019
TBK,NASDAQ,0.01,3.27,30.6021,145744,4460072,0.5987,0.7993,80,1/7/2019,1/11/2019
TBLT,NASDAQ,0.01,25.63,3.901,199930,779927,0.3464,0.5129,51,1/7/2019,1/11/2019
TBLTW,NASDAQ,0.0001,34.01,0.0294,28542,839,0.0067,0.0039,39,1/7/2019,1/11/2019
TBNK,NASDAQ,0.01,3.5,28.5541,11176,319121,0.2721,0.5084,51,1/7/2019,1/11/2019
TBPH,NASDAQ,0.01,5.13,19.4771,241735,4708297,0.5104,0.9006,90,1/7/2019,1/11/2019
TC,NASDAQ,0.01,29.43,3.3979,21276,72294,0.2588,0.3951,40,1/7/2019,1/11/2019
TCBI,NASDAQ,0.01,1.78,56.1526,603580,33892586,1.2727,1.8288,183,1/7/2019,1/11/2019
TCBIL,NASDAQ,0.01,3.81,26.241,4197,110133,0.1644,0.1331,13,1/7/2019,1/11/2019
TCBIP,NASDAQ,0.01,3.83,26.1247,8072,210879,0.0881,0.1131,11,1/7/2019,1/11/2019
TCBK,NASDAQ,0.01,2.74,36.5486,59608,2178589,0.4703,0.7027,70,1/7/2019,1/11/2019
TCCO,NASDAQ,0.01,37.66,2.6551,12569,33372,0.1312,0.1934,19,1/7/2019,1/11/2019
TCDA,NASDAQ,0.01,2.99,33.4686,196316,6570422,0.8415,1.727,173,1/7/2019,1/11/2019
TCF,NASDAQ,0.01,2.55,39.219,1045590,41006994,0.7982,1.0343,103,1/7/2019,1/11/2019
TCFC,NASDAQ,0.01,3.1,32.2663,5076,163784,0.3591,0.555,56,1/7/2019,1/11/2019
TCMD,NASDAQ,0.01,2.01,49.7555,174105,8662681,1.2496,2.0448,204,1/7/2019,1/11/2019
TCOM,NASDAQ,0.01,2.95,33.8736,4441959,150465142,0.9031,1.0994,110,1/7/2019,1/11/2019
TCON,NASDAQ,0.01,21.34,4.6865,183443,859706,0.1978,0.4573,46,1/7/2019,1/11/2019
TCPC,NASDAQ,0.01,7.3,13.6992,273499,3746718,0.0984,0.1664,17,1/7/2019,1/11/2019
TCRD,NASDAQ,0.01,14.89,6.7158,71021,476963,0.063,0.0941,9,1/7/2019,1/11/2019
TCRR,NASDAQ,0.01,6.54,15.2789,115210,1760282,0.8552,1.2333,123,1/7/2019,1/11/2019
TCX,NASDAQ,0.01,1.9,52.7664,83870,4425518,1.49,1.8959,190,1/7/2019,1/11/2019
TDAC,NASDAQ,0.01,9.6,10.4159,58266,606893,0.0176,0.0173,2,1/7/2019,1/11/2019
TDACU,NASDAQ,0.01,9.46,10.5719,3273,34602,0.0353,0.019,2,1/7/2019,1/11/2019
TDIV,NASDAQ,0.01,2.52,39.6948,67321,2672294,0.434,0.4397,44,1/7/2019,1/11/2019
TEAM,NASDAQ,0.01,0.75,132.481,1676673,222127316,3.4761,5.0462,505,1/7/2019,1/11/2019
TECH,NASDAQ,0.01,0.5,200.6823,158162,31740314,3.1775,4.8701,487,1/7/2019,1/11/2019
TECTP,NASDAQ,0.01,9.41,10.6316,2973,31608,0.1375,0.072,7,1/7/2019,1/11/2019
TEDU,NASDAQ,0.01,80.7,1.2391,361121,447465,0.1114,0.1489,15,1/7/2019,1/11/2019
TELL,NASDAQ,0.01,13.47,7.4242,1881957,13972025,0.3795,0.4586,46,1/7/2019,1/11/2019
TENB,NASDAQ,0.01,4.08,24.5233,639960,15693931,0.8522,0.9217,92,1/7/2019,1/11/2019
TENX,NASDAQ,0.01,78.46,1.2745,66288,84484,0.038,0.0731,7,1/7/2019,1/11/2019
TER,NASDAQ,0.01,1.82,55.0235,2367257,130254766,1.4648,1.5135,151,1/7/2019,1/11/2019
TERP,NASDAQ,0.01,6.09,16.4216,957016,15715734,0.2408,0.3524,35,1/7/2019,1/11/2019
TESS,NASDAQ,0.01,6.51,15.3685,52409,805448,0.4891,0.8076,81,1/7/2019,1/11/2019
TEUM,NASDAQ,0.01,46.38,2.1563,4874674,10511260,0.134,0.2065,21,1/7/2019,1/11/2019
TFFP,NASDAQ,0.01,19.89,5.028,134140,674456,0.015,0.0918,9,1/7/2019,1/11/2019
TFSL,NASDAQ,0.01,5.53,18.079,166394,3008237,0.1498,0.2612,26,1/7/2019,1/11/2019
TGA,NASDAQ,0.01,72.61,1.3772,133537,183907,0.0324,0.0551,6,1/7/2019,1/11/2019
TGLS,NASDAQ,0.01,13.41,7.4585,56562,421868,0.1227,0.2251,23,1/7/2019,1/11/2019
TGTX,NASDAQ,0.01,15.17,6.5898,1114273,7342836,0.2412,0.3601,36,1/7/2019,1/11/2019
TH,NASDAQ,0.01,14.01,7.1367,205495,1466556,0.2568,0.3358,34,1/7/2019,1/11/2019
THBR,NASDAQ,0.01,10.16,9.8415,118130,1162576,0.0248,0.0178,2,1/7/2019,1/11/2019
THBRU,NASDAQ,0.01,9.83,10.1761,139593,1420512,0.0187,0.0341,3,1/7/2019,1/11/2019
THCA,NASDAQ,0.01,10.22,9.7846,25931,253724,0.0204,0.0316,3,1/7/2019,1/11/2019
THCAU,NASDAQ,0.01,9.94,10.0624,97847,984576,0.0309,0.0187,2,1/7/2019,1/11/2019
THCB,NASDAQ,0.01,10.11,9.8951,60319,596863,0.0328,0.0297,3,1/7/2019,1/11/2019
THCBU,NASDAQ,0.01,9.37,10.6687,10672,113856,0.0461,0.0446,4,1/7/2019,1/11/2019
THFF,NASDAQ,0.01,2.39,41.9079,36957,1548790,0.6057,0.9427,94,1/7/2019,1/11/2019
THMO,NASDAQ,0.01,24.09,4.1513,177278,735934,0.2705,0.3863,39,1/7/2019,1/11/2019
THRM,NASDAQ,0.01,2.5,39.9979,170366,6814282,0.7757,1.0792,108,1/7/2019,1/11/2019
THTX,NASDAQ,0.01,24.19,4.1345,35623,147283,0.1334,0.1931,19,1/7/2019,1/11/2019
TIGO,NASDAQ,0.01,1.98,50.5935,33298,1684662,0.9682,0.7798,78,1/7/2019,1/11/2019
TIGR,NASDAQ,0.01,22.58,4.4283,498456,2207313,0.1496,0.2273,23,1/7/2019,1/11/2019
TILE,NASDAQ,0.01,7.4,13.5113,373328,5044147,0.3824,0.4755,48,1/7/2019,1/11/2019
TIPT,NASDAQ,0.01,14.49,6.9029,26414,182333,0.1382,0.1947,19,1/7/2019,1/11/2019
TITN,NASDAQ,0.01,5.81,17.2094,148086,2548471,0.4137,0.5916,59,1/7/2019,1/11/2019
TLC,NASDAQ,0.01,19.4,5.1555,828,4269,0.1485,0.1313,13,1/7/2019,1/11/2019
TLF,NASDAQ,0.01,19.89,5.0269,13112,65913,0.1583,0.2156,22,1/7/2019,1/11/2019
TLGT,NASDAQ,0.01,0,77093.0233,0,0,3868.138,6639.5349,663953,1/7/2019,1/11/2019
TLND,NASDAQ,0.01,2.73,36.5835,294841,10786316,1.1148,1.4954,150,1/7/2019,1/11/2019
TLRY,NASDAQ,0.01,3.06,32.6465,1567917,51187002,1.5423,1.9421,194,1/7/2019,1/11/2019
TLSA,NASDAQ,0.01,77.4,1.292,19153,24746,0.0879,0.115,12,1/7/2019,1/11/2019
TLT,NASDAQ,0.01,0.72,139.6238,11647601,1626282313,1.3062,1.2759,128,1/7/2019,1/11/2019
TMDI,NASDAQ,0.01,57.73,1.7321,346622,600384,0.1317,0.1422,14,1/7/2019,1/11/2019
TMDX,NASDAQ,0.01,4.47,22.3852,92391,2068191,0.6912,1.2909,129,1/7/2019,1/11/2019
TMUS,NASDAQ,0.01,1.27,78.8555,4023686,317289771,1.0453,1.339,134,1/7/2019,1/11/2019
TNAV,NASDAQ,0.01,13.5,7.408,805334,5965914,0.5484,0.391,39,1/7/2019,1/11/2019
TNDM,NASDAQ,0.01,1.59,62.7344,1237670,77644485,2.1493,2.8746,287,1/7/2019,1/11/2019
TNXP,NASDAQ,0.01,18.75,5.3337,515552,2749800,0.5166,0.4977,50,1/7/2019,1/11/2019
TOPS,NASDAQ,0.01,16.61,6.0201,682020,4105829,0.7607,0.6728,67,1/7/2019,1/11/2019
TORC,NASDAQ,0.01,10.8,9.2566,154042,1425905,0.3368,0.5818,58,1/7/2019,1/11/2019
TOTA,NASDAQ,0.01,9.72,10.2874,6105,62805,0.0156,0.0064,1,1/7/2019,1/11/2019
TOTAU,NASDAQ,0.01,9.62,10.3902,369,3834,0.0217,0.0017,0,1/7/2019,1/11/2019
TOUR,NASDAQ,0.01,31.17,3.2084,35213,112977,0.0865,0.1616,16,1/7/2019,1/11/2019
TOWN,NASDAQ,0.01,3.66,27.3051,130841,3572627,0.348,0.5156,52,1/7/2019,1/11/2019
TPCO,NASDAQ,0.01,12.35,8.0967,67566,547062,0.1715,0.2544,25,1/7/2019,1/11/2019
TPIC,NASDAQ,0.01,4.82,20.7584,488978,10150401,0.6094,0.7925,79,1/7/2019,1/11/2019
TPTX,NASDAQ,0.01,2.39,41.8294,239066,9999987,1.5818,2.601,260,1/7/2019,1/11/2019
TQQQ,NASDAQ,0.01,1.57,63.5342,18652280,1185057688,2.0143,2.2695,227,1/7/2019,1/11/2019
TRCH,NASDAQ,0.01,82.08,1.2183,233302,284232,0.0736,0.1016,10,1/7/2019,1/11/2019
TREE,NASDAQ,0.01,0.3,333.1784,163581,54501656,10.8221,11.4122,1141,1/7/2019,1/11/2019
TRHC,NASDAQ,0.01,1.79,55.7508,290012,16168401,1.6432,2.613,261,1/7/2019,1/11/2019
TRIB,NASDAQ,0.01,66.08,1.5134,97562,147650,0.0821,0.1251,13,1/7/2019,1/11/2019
